url_path,views_total,views_unique
/demichie/elicipy/blob/main/ELICITATIONS/Cotopaxi/ElicipyDict.py,8,2
/demichie/elicipy/tree/main/ELICITATIONS/Cotopaxi,8,2
/demichie/elicipy,6,6
/demichie/elicipy/tree/main/ELICITATIONS,5,2
/demichie/elicipy/tree/main/ELICITATIONS/Cotopaxi/DATA,5,2
/demichie/elicipy/edit/main/ELICITATIONS/Cotopaxi/ElicipyDict.py,3,1
/demichie/elicipy/tree/main/ELICITATIONS/testWebform,2,1
/demichie/elicipy/blob/main/ELICITATIONS/Cotopaxi/createWebformDict.py,1,1
/demichie/elicipy/blob/main/ELICITATIONS/Cotopaxi/DATA/questionnaire.csv,1,1
/demichie/elicipy/blob/main/ELICITATIONS/Cotopaxi/DATA/weights.csv,1,1
